2020/4/21 1:00:00,9.3,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0.8,8,南西,8,1,0,8,1,1004.3,8,1,1007.2,8,1,100,8,1,11.7,8,1,9.3,8,1,,0,1,,0,1,,0,1
2020/4/21 2:00:00,9.1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0.7,8,南,8,1,0,8,1,1004.1,8,1,1007.0,8,1,100,8,1,11.6,8,1,9.1,8,1,,0,1,,0,1,,0,1
2020/4/21 3:00:00,10.1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,1.7,8,北西,8,1,0,8,1,1004.0,8,1,1006.9,8,1,100,8,1,12.4,8,1,10.1,8,1,2,8,1,7,8,1,15.0,8,1
2020/4/21 4:00:00,10.1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0.8,8,南南西,8,1,0,8,1,1004.3,8,1,1007.2,8,1,100,8,1,12.4,8,1,10.1,8,1,,0,1,,0,1,,0,1
2020/4/21 5:00:00,9.8,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,1.1,8,北北東,8,1,0.00,8,1,1004.7,8,1,1007.6,8,1,100,8,1,12.1,8,1,9.8,8,1,,0,1,,0,1,,0,1
2020/4/21 6:00:00,11.0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0.0,0,8,1,0.4,8,南南西,8,1,0.07,8,1,1005.1,8,1,1008.0,8,1,100,8,1,13.1,8,1,11.0,8,1,4,8,1,9,8,1,15.0,8,1
2020/4/21 7:00:00,12.2,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0.0,0,8,1,0.8,8,北,8,1,0.33,8,1,1005.6,8,1,1008.5,8,1,99,8,1,14.1,8,1,12.1,8,1,,0,1,,0,1,,0,1
2020/4/21 8:00:00,12.7,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0.0,0,8,1,0.3,8,北,8,1,0.59,8,1,1006.0,8,1,1008.9,8,1,90,8,1,13.2,8,1,11.1,8,1,,0,1,,0,1,,0,1
2020/4/21 9:00:00,13.7,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0.0,0,8,1,1.6,8,東南東,8,1,0.95,8,1,1006.0,8,1,1008.9,8,1,82,8,1,12.9,8,1,10.7,8,1,4,8,1,10-,8,1,20.0,8,1
2020/4/21 10:00:00,15.9,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0.1,0,8,1,2.1,8,南,8,1,1.87,8,1,1006.1,8,1,1009.0,8,1,74,8,1,13.4,8,1,11.3,8,1,,0,1,,0,1,,0,1
2020/4/21 11:00:00,17.4,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0.3,0,8,1,2.0,8,南南東,8,1,2.06,8,1,1005.2,8,1,1008.0,8,1,74,8,1,14.7,8,1,12.7,8,1,,0,1,,0,1,,0,1
2020/4/21 12:00:00,17.4,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0.7,0,8,1,2.4,8,南南東,8,1,2.66,8,1,1004.8,8,1,1007.6,8,1,67,8,1,13.3,8,1,11.2,8,1,4,8,1,10-,8,1,20.0,8,1
2020/4/21 13:00:00,17.4,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0.0,0,8,1,2.0,8,南南東,8,1,1.54,8,1,1004.3,8,1,1007.1,8,1,66,8,1,13.1,8,1,11.0,8,1,,0,1,,0,1,,0,1
2020/4/21 14:00:00,17.4,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0.0,0,8,1,2.4,8,南南東,8,1,0.93,8,1,1003.9,8,1,1006.7,8,1,69,8,1,13.7,8,1,11.7,8,1,,0,1,,0,1,,0,1
2020/4/21 15:00:00,17.8,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0.0,0,8,1,2.0,8,南東,8,1,0.84,8,1,1002.3,8,1,1005.1,8,1,69,8,1,14.1,8,1,12.0,8,1,4,8,1,10-,8,1,15.0,8,1
2020/4/21 16:00:00,17.9,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0.3,0,8,1,3.5,8,南東,8,1,1.16,8,1,1001.7,8,1,1004.5,8,1,71,8,1,14.6,8,1,12.6,8,1,,0,1,,0,1,,0,1
2020/4/21 17:00:00,17.8,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0.1,0,8,1,2.8,8,南東,8,1,0.69,8,1,1001.4,8,1,1004.2,8,1,70,8,1,14.3,8,1,12.3,8,1,,0,1,,0,1,,0,1
2020/4/21 18:00:00,16.8,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0.1,0,8,1,2.7,8,南東,8,1,0.25,8,1,1001.3,8,1,1004.1,8,1,72,8,1,13.8,8,1,11.7,8,1,2,8,1,8,8,1,20.0,8,1
2020/4/21 19:00:00,16.5,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0.0,0,8,1,1.9,8,南南西,8,1,0.01,8,1,1001.8,8,1,1004.6,8,1,71,8,1,13.3,8,1,11.2,8,1,,0,1,,0,1,,0,1
2020/4/21 20:00:00,14.7,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,2.3,8,南,8,1,0,8,1,1002.2,8,1,1005.1,8,1,79,8,1,13.2,8,1,11.1,8,1,,0,1,,0,1,,0,1
2020/4/21 21:00:00,14.6,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,1.8,8,南,8,1,0,8,1,1002.3,8,1,1005.2,8,1,73,8,1,12.1,8,1,9.8,8,1,1,8,1,1,8,1,20.0,8,1
2020/4/21 22:00:00,14.2,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,1.6,8,西南西,8,1,0,8,1,1002.0,8,1,1004.9,8,1,72,8,1,11.7,8,1,9.2,8,1,,0,1,,0,1,,0,1
2020/4/21 23:00:00,13.3,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,1.4,8,北北東,8,1,0,8,1,1002.2,8,1,1005.1,8,1,90,8,1,13.7,8,1,11.7,8,1,,0,1,,0,1,,0,1
2020/4/22 00:00:00,14.2,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,3.2,8,北北東,8,1,0,8,1,1002.3,8,1,1005.2,8,1,90,8,1,14.6,8,1,12.6,8,1,,0,1,,0,1,,0,1
